timestamp,ear_norm,mouth_norm,jaw_norm,stress_flag,flat_affect_flag,arousal_flag
1768819537.42,1.556,0.646,1.287,0.02,0.5,0.052
1768819537.64,1.549,0.067,1.332,0.127,0.5,0.05
1768819537.92,1.652,0.365,1.348,1.0,0.5,0.051
1768819538.22,1.2,1.349,1.363,1.0,0.5,0.051
1768819538.42,0.89,4.487,1.613,1.0,0.5,0.053
1768819538.62,0.894,5.11,1.658,0.716,0.5,0.056
1768819538.82,0.899,8.339,1.757,0.675,0.5,0.058
1768819539.12,1.021,0.319,1.687,0.066,0.5,0.06
1768819539.32,0.961,0.308,1.699,0.0,0.5,0.06
1768819539.62,0.951,0.152,1.61,0.91,0.5,0.059
1768819539.82,0.731,0.138,1.485,0.997,0.5,0.06
1768819540.02,0.658,0.052,1.506,1.0,0.5,0.063
1768819547.22,1.412,0.35,1.508,0.0,0.5,0.075
1768819547.62,0.809,0.818,3.487,0.0,0.5,0.11
1768819547.82,0.951,0.34,3.059,0.703,0.5,0.114
1768819548.12,0.755,0.17,2.439,0.833,0.5,0.123
1768819548.34,0.64,0.246,2.306,0.816,0.5,0.128
1768819548.62,0.65,0.413,2.23,0.573,0.5,0.1
1768819548.92,0.667,0.405,2.298,0.79,0.5,0.097
1768819549.12,0.532,0.208,2.3,1.0,0.5,0.096
1768819549.32,0.711,0.43,2.128,0.0,0.5,0.093
1768819549.52,0.625,0.273,2.087,1.0,0.5,0.091
1768819550.02,1.445,0.52,1.957,0.0,0.5,0.083
1768819550.32,0.685,0.149,2.129,0.699,0.5,0.078
1768819550.52,0.413,0.224,2.036,0.382,0.5,0.078
1768819550.72,0.581,0.224,1.952,0.303,0.5,0.078
1768819551.02,0.607,0.081,1.952,0.0,0.5,0.08
1768819551.32,0.812,0.102,1.981,0.0,0.5,0.078
1768819551.52,0.932,0.066,1.989,0.0,0.5,0.076
1768819551.82,0.877,0.18,1.936,0.0,0.5,0.074
1768819552.12,0.91,0.052,1.946,0.0,0.5,0.071
1768819552.35,1.213,0.071,2.065,0.0,0.5,0.074
1768819552.62,1.091,0.31,2.291,0.238,0.5,0.078
1768819552.92,1.026,0.455,2.34,0.543,0.5,0.085
1768819553.22,1.097,7.22,2.328,1.0,0.5,0.089
1768819553.42,1.082,0.072,2.242,1.0,0.5,0.09
1768819553.72,0.944,0.135,2.23,1.0,0.5,0.089
1768819554.02,0.521,0.248,2.249,0.939,0.5,0.089
1768819554.22,0.519,0.767,2.255,0.979,0.5,0.087
1768977881.24,1.048,5.629,1.302,0.425,0.5,0.067
1768977881.54,0.982,3.502,1.253,0.802,0.5,0.069
1768977881.74,0.913,5.848,1.285,0.653,0.5,0.068
1768977882.04,0.938,4.117,1.233,0.331,0.5,0.065
1768977882.34,0.923,4.723,1.24,0.0,0.5,0.063
1768977882.64,0.964,0.065,1.149,0.0,0.5,0.061
1768977882.94,1.07,3.145,1.213,0.0,0.5,0.06
1768977883.24,0.97,4.689,1.218,1.0,0.5,0.059
1768977883.54,0.968,2.579,1.195,0.847,0.5,0.061
1768977883.84,0.948,0.183,1.173,0.661,0.5,0.062
1768977884.14,0.901,0.356,1.136,1.0,0.5,0.064
1768977884.34,0.707,2.087,1.109,0.0,0.5,0.064
1768977884.54,0.877,4.45,1.118,0.0,0.5,0.062
1768977884.84,1.041,0.077,1.041,0.0,0.5,0.058
1768977885.04,1.138,3.587,1.127,0.0,0.5,0.055
1768977885.34,1.093,0.19,1.129,0.0,0.5,0.051
1768977885.56,1.142,1.157,1.185,0.608,0.5,0.05
1768977885.84,1.1,2.618,1.176,0.943,0.5,0.051
1768977886.14,1.06,6.211,1.252,1.0,0.5,0.053
1768977886.34,1.054,2.828,1.211,0.667,0.5,0.053
1768977886.64,1.056,0.192,1.051,0.952,0.5,0.054
1768977886.94,1.215,3.713,1.156,0.0,0.5,0.055
1768977887.24,0.431,5.171,1.334,0.988,0.5,0.062
1768977887.54,0.729,3.477,1.267,0.606,0.5,0.074
1768977887.74,0.69,0.362,1.265,0.614,0.5,0.081
1768977888.04,0.9,0.17,1.234,0.0,0.5,0.089
1768977888.24,1.092,3.752,1.218,0.0,0.5,0.088
1768977888.54,1.201,2.649,1.184,0.0,0.5,0.082
1768977888.84,0.974,9.331,1.343,0.98,0.5,0.081
1768977889.14,0.967,6.703,1.418,1.0,0.5,0.086
1768977889.44,0.784,0.637,1.254,0.22,0.5,0.094
1768977889.64,0.863,5.383,1.283,0.0,0.5,0.098
1768977889.94,0.901,0.45,1.274,0.965,0.5,0.094
1768977890.14,0.648,1.095,1.265,0.716,0.5,0.09
1768977890.44,0.745,0.349,1.252,0.748,0.5,0.086
1768977890.64,0.791,4.426,1.29,0.0,0.5,0.084
1768977890.95,0.682,8.194,1.373,0.225,0.5,0.08
1768977891.24,0.801,5.56,1.26,0.144,0.5,0.076
1768977891.44,0.738,7.69,1.275,0.735,0.5,0.069
1768977891.64,0.63,5.165,1.268,1.0,0.5,0.065
1768977891.94,0.768,4.59,1.251,0.332,0.5,0.057
1768977892.14,0.539,8.405,1.32,0.0,0.5,0.056
1768977892.34,0.995,3.361,1.198,0.0,0.5,0.054
1768977892.64,1.113,1.695,1.094,0.0,0.5,0.053
1768977892.94,1.064,0.307,1.098,0.0,0.5,0.046
1768977893.24,1.21,2.49,1.078,0.0,0.5,0.038
1768977893.54,1.212,3.09,1.078,0.215,0.5,0.035
1768977893.74,1.122,0.237,1.106,1.0,0.5,0.038
1768977894.04,1.033,3.429,1.283,1.0,0.5,0.048
1768977894.24,1.029,3.536,1.287,0.787,0.5,0.055
1768977894.44,1.009,5.689,1.319,0.701,0.5,0.061
1768977894.74,0.864,0.147,1.173,0.707,0.5,0.067
1768977895.04,0.9,0.009,1.167,0.134,0.5,0.067
1768977895.34,0.953,0.452,1.152,1.0,0.5,0.065
1768977968.66,1.125,0.942,0.975,0.634,0.5,0.03
1768977968.96,1.308,1.664,1.041,0.796,0.5,0.029
1768977969.26,1.256,0.911,0.963,0.351,0.5,0.031
1768977969.57,1.267,4.082,1.075,0.0,0.5,0.033
1768977969.77,1.366,2.524,1.042,0.074,0.5,0.034
1768977970.07,1.302,1.798,1.027,0.935,0.5,0.035
1768977970.37,1.299,0.019,0.967,1.0,0.5,0.037
1768977970.67,0.917,2.129,1.173,0.824,0.5,0.041
1768977970.88,0.989,0.172,1.006,0.31,0.5,0.044
1768977971.17,1.194,2.169,1.094,0.0,0.5,0.047
1768977971.38,1.231,0.107,0.991,0.0,0.5,0.048
1768977971.67,1.154,0.034,0.963,0.0,0.5,0.047
1768977971.88,1.173,0.023,0.949,0.374,0.5,0.047
1768977972.16,1.173,0.548,0.973,0.946,0.5,0.047
1768977972.37,1.238,1.009,1.005,0.225,0.5,0.047
1768977972.58,1.248,0.721,0.981,0.09,0.5,0.048
1768977972.86,1.229,0.048,0.942,1.0,0.5,0.047
1768977973.07,1.227,1.368,1.01,1.0,0.5,0.046
1768977973.37,1.229,0.099,0.989,0.0,0.5,0.041
1768977973.67,1.262,1.962,1.049,0.221,0.5,0.037
1768977973.96,1.215,0.411,0.966,0.188,0.5,0.034
1768977974.26,1.29,0.199,0.955,0.0,0.5,0.035
1768977974.56,1.243,0.694,0.991,0.561,0.5,0.037
1768977974.76,1.291,1.537,1.023,0.706,0.5,0.038
1768977974.96,1.244,0.374,0.963,0.931,0.5,0.04
1768977975.26,1.213,0.62,0.976,1.0,0.5,0.041
1768977975.47,1.192,1.159,1.034,0.927,0.5,0.042
1768977975.67,1.125,1.997,1.092,1.0,0.5,0.044
1768977975.97,1.151,0.134,0.982,0.224,0.5,0.046
1768977976.17,1.183,1.665,1.058,0.0,0.5,0.047
1768977976.46,1.131,0.011,0.961,0.216,0.5,0.046
1768977976.66,1.157,0.72,1.001,0.0,0.5,0.046
1768977976.86,1.203,0.48,0.982,0.0,0.5,0.046
1768977977.07,1.29,0.768,1.014,0.0,0.5,0.045
1768977977.37,1.202,1.458,1.056,0.699,0.5,0.044
1768977977.67,1.14,0.035,0.998,0.0,0.5,0.041
1768977977.96,1.243,1.907,1.035,0.0,0.5,0.038
1768977978.17,1.206,0.342,0.966,0.0,0.5,0.037
1768977978.46,1.215,0.053,0.936,0.0,0.5,0.036
1768977978.67,0.278,1.738,1.041,0.642,0.5,0.038
1768977978.97,1.296,0.738,0.899,0.165,0.5,0.04
1768977979.26,0.978,0.3,0.968,0.506,0.5,0.041
1768977979.46,1.025,1.569,1.066,0.446,0.5,0.042
1768977979.76,1.004,1.017,1.038,0.609,0.5,0.043
1768977980.07,0.703,0.779,0.974,0.512,0.5,0.044
1768977980.36,0.683,0.778,1.0,0.452,0.5,0.044
1768977980.56,0.869,0.606,0.972,0.0,0.5,0.044
1768977980.77,1.019,0.029,0.953,0.0,0.5,0.044
1768977981.07,1.079,0.097,0.801,0.027,0.5,0.045
1768977981.27,1.032,0.307,0.819,0.679,0.5,0.045
1768977981.47,1.02,0.077,0.774,1.0,0.5,0.045
1768977981.67,0.633,0.082,0.823,0.88,0.5,0.045
1768977981.88,0.747,0.071,0.946,0.307,0.5,0.045
1768977982.16,0.856,0.044,0.994,0.0,0.5,0.043
1768977982.38,1.056,0.033,0.968,0.0,0.5,0.043
1768977982.66,1.128,0.032,0.963,0.315,0.5,0.041
1768977982.86,0.955,0.031,0.948,0.584,0.5,0.04
1768981512.22,0.936,0.63,1.077,1.0,0.5,0.079
1768981512.52,1.064,0.493,0.955,0.0,0.5,0.078
1768981512.72,1.441,0.292,0.937,0.0,0.5,0.078
1768981513.02,1.186,0.354,0.978,0.212,0.5,0.075
1768981513.42,1.431,4.021,0.904,0.0,0.5,0.072
1768981513.64,0.835,0.819,0.748,0.517,0.5,0.063
1768981513.92,1.344,1.606,0.635,0.083,0.5,0.059
1768981514.22,1.544,0.019,1.069,0.183,0.5,0.063
1768981514.52,1.483,0.156,1.064,0.0,0.5,0.07
1768981514.82,1.38,0.238,1.064,0.213,0.5,0.077
1768981515.02,1.329,0.169,1.063,0.696,0.5,0.077
1768981515.32,1.342,0.332,1.07,1.0,0.5,0.077
1768981515.62,1.233,0.514,1.082,0.251,0.5,0.078
1768981515.82,1.284,0.225,1.082,0.613,0.5,0.08
1768981516.12,1.227,0.178,1.105,0.184,0.5,0.083
1768981516.42,1.301,0.104,1.086,0.0,0.5,0.085
1768981516.72,1.299,0.136,1.075,0.0,0.5,0.087
1768981516.92,1.397,0.021,1.09,0.318,0.5,0.088
1768981517.14,1.314,0.33,1.101,0.0,0.5,0.088
1768981517.42,1.401,0.148,1.103,1.0,0.5,0.088
1768981517.62,1.402,0.34,1.084,0.654,0.5,0.087
1768981517.94,1.426,0.286,0.87,0.0,0.5,0.081
1768981518.22,1.483,0.195,0.925,0.0,0.5,0.075
1768981518.42,1.47,0.352,0.947,0.349,0.5,0.072
1768981518.72,1.431,0.345,0.956,0.661,0.5,0.068
1768981518.92,1.569,0.426,0.996,0.796,0.5,0.069
1768981519.22,1.526,0.232,0.999,1.0,0.5,0.068
1768981519.43,1.111,0.264,1.019,0.893,0.5,0.065
1768981519.72,1.153,0.168,1.011,0.671,0.5,0.059
1768981519.92,1.116,0.124,1.002,0.541,0.5,0.056
1768981520.22,1.134,0.08,0.986,0.965,0.5,0.051
1768981520.52,1.199,0.043,0.985,0.329,0.5,0.05
1768981520.72,1.177,0.16,1.001,0.0,0.5,0.05
1768981521.02,1.253,0.022,1.007,0.102,0.5,0.05
1768981521.32,1.209,0.055,0.991,0.229,0.5,0.05
1768981521.62,1.2,0.112,1.015,0.223,0.5,0.05
1768981521.82,1.24,0.077,1.008,0.0,0.5,0.051
1768981522.12,1.225,0.163,1.013,0.402,0.5,0.051
1768981522.32,1.272,0.217,1.009,0.07,0.5,0.051
1768981522.62,1.249,0.048,0.997,1.0,0.5,0.052
1768981522.82,1.223,0.134,1.024,0.0,0.5,0.052
1768981523.02,1.208,0.12,1.015,1.0,0.5,0.054
1768981523.32,0.846,0.788,1.141,0.842,0.5,0.062
1768981523.62,0.92,0.57,1.099,0.689,0.5,0.067
1768981523.82,0.923,0.23,1.126,0.149,0.5,0.07
1768981524.12,1.008,0.377,1.093,0.0,0.5,0.07
1768981524.42,0.927,0.351,1.073,0.478,0.5,0.067
1768981524.72,0.977,0.302,1.069,0.551,0.5,0.065
1768981524.92,0.978,0.466,1.072,0.65,0.5,0.065
1768981525.12,0.991,0.223,1.072,1.0,0.5,0.065
1768981525.32,1.035,0.372,1.071,0.576,0.5,0.065
1768981525.52,1.017,0.406,1.079,0.0,0.5,0.065
1768981525.82,1.172,0.448,1.046,0.0,0.5,0.064
1768981526.12,1.216,0.267,0.923,0.0,0.5,0.059
1768981526.42,1.278,0.061,0.901,0.0,0.5,0.056
1768981526.62,1.293,0.449,0.908,0.0,0.5,0.054
1768981526.92,1.303,0.466,0.911,0.253,0.5,0.053
1768981527.12,1.258,0.275,0.953,0.272,0.5,0.054
1768981527.42,1.081,0.34,1.119,1.0,0.5,0.061
1768981527.62,0.305,11.311,1.202,0.617,0.5,0.067
1768981527.82,0.917,2.304,1.116,0.466,0.5,0.073
1768981528.02,0.851,2.524,1.123,0.818,0.5,0.08
1768981528.32,0.887,0.606,1.122,0.0,0.5,0.088
1768981528.52,0.955,0.562,1.131,0.0,0.5,0.09
1768981528.72,1.171,1.086,1.128,0.0,0.5,0.092
1768981529.02,1.234,1.295,1.108,0.0,0.5,0.09
1768981529.22,1.211,0.923,1.113,0.64,0.5,0.089
1768981529.52,0.795,0.542,1.105,0.123,0.5,0.086
1768981529.72,1.223,0.449,1.034,0.0,0.5,0.082
1768981529.92,1.179,0.408,1.06,0.0,0.5,0.078
1768981530.22,1.317,0.227,1.034,0.033,0.5,0.073
1768981530.42,1.242,0.346,1.041,0.0,0.5,0.071
1768981530.72,1.16,0.366,1.019,0.659,0.5,0.07
1768981531.02,1.229,0.785,1.077,1.0,0.5,0.072
1768981531.22,1.177,18.306,1.183,1.0,0.5,0.073
1768981531.52,1.076,11.48,1.154,0.734,0.5,0.075
1768981531.72,1.096,12.653,1.16,0.818,0.5,0.077
1768981531.92,1.061,11.53,1.175,0.0,0.5,0.076
1768981532.22,1.353,9.07,1.124,0.0,0.5,0.074
1768981532.42,1.393,9.914,1.116,0.0,0.5,0.073
1768981532.62,1.365,7.813,1.104,0.0,0.5,0.071
1768981532.92,1.38,9.38,1.125,0.27,0.5,0.069
1768981533.12,1.354,7.204,1.182,0.751,0.5,0.069
1768981533.32,1.327,0.248,1.063,0.654,0.5,0.069
1768981533.52,1.244,13.866,1.196,1.0,0.5,0.069
1768981533.82,1.204,11.304,1.133,0.871,0.5,0.07
1768981534.02,1.001,12.939,1.144,1.0,0.5,0.072
1768981534.32,0.337,13.789,1.21,0.295,0.5,0.073
1768981534.62,1.19,14.392,1.152,0.0,0.5,0.067
1768981534.82,1.092,5.56,1.096,0.0,0.5,0.062
1768981535.12,1.181,7.789,1.075,0.0,0.5,0.051
1768981535.32,1.339,9.869,1.004,0.0,0.5,0.047
1768981535.52,1.254,6.895,0.925,0.0,0.5,0.045
1768981535.82,1.285,8.264,0.948,0.129,0.5,0.045
1768981536.12,1.388,5.501,0.996,0.0,0.5,0.044
1768981536.42,1.289,0.139,1.1,1.0,0.5,0.047
1768981536.72,0.95,0.191,1.131,1.0,0.5,0.054
1768981537.02,1.017,0.618,1.106,0.61,0.5,0.063
1768981537.22,0.984,0.619,1.103,0.793,0.5,0.069
1768981537.52,0.972,2.534,1.135,0.0,0.5,0.076
1768981537.72,0.881,0.268,1.134,0.0,0.5,0.08
1768981538.02,0.967,2.339,1.15,0.654,0.5,0.083
1768981538.32,0.969,1.524,1.117,0.509,0.5,0.083
1768981538.62,0.858,10.178,1.128,0.057,0.5,0.082
1768981538.92,0.914,9.4,1.184,0.164,0.5,0.081
1768981539.12,0.929,11.194,1.145,0.0,0.5,0.082
1768981539.42,1.008,14.899,1.183,0.0,0.5,0.079
1768981539.72,1.037,1.664,1.155,0.31,0.5,0.077
1768981540.02,1.023,7.048,1.159,0.471,0.5,0.076
1768981540.22,1.119,3.652,1.141,0.0,0.5,0.076
1768981540.52,1.464,1.257,1.146,0.0,0.5,0.08
1768981540.72,1.389,1.063,1.14,0.0,0.5,0.083
1768981541.02,1.396,1.716,1.133,0.055,0.5,0.086
1768981541.22,1.407,2.662,1.134,0.0,0.5,0.089
1768981541.52,1.57,4.544,1.035,0.0,0.5,0.091
1768981541.72,1.559,3.352,0.995,0.0,0.5,0.092
1768981542.02,1.634,6.844,1.042,0.565,0.5,0.093
1768981542.22,1.49,3.55,1.01,1.0,0.5,0.09
1768981542.52,1.24,0.916,1.069,0.974,0.5,0.081
1768981542.72,1.308,0.304,1.134,1.0,0.5,0.076
1768981543.02,1.15,3.178,1.154,1.0,0.5,0.07
1768981543.22,0.992,0.286,1.136,0.964,0.5,0.069
1768981543.52,1.071,28.182,1.321,0.418,0.5,0.071
1768981543.83,1.081,8.119,1.142,0.02,0.5,0.072
1768981544.12,1.01,0.856,1.104,0.452,0.5,0.072
1768981544.32,0.966,0.076,1.096,1.0,0.5,0.072
1768981544.62,1.055,0.665,1.126,0.453,0.5,0.071
1768981544.82,1.022,0.296,1.123,0.267,0.5,0.071
1768981545.12,1.025,0.769,1.108,0.0,0.5,0.07
1768981545.42,1.152,1.44,1.125,0.027,0.5,0.069
1768981545.62,1.08,0.447,1.115,0.104,0.5,0.069
1768981545.92,1.083,0.345,1.117,0.895,0.5,0.069
1768981546.22,1.012,0.768,1.126,1.0,0.5,0.069
1768981546.52,1.038,53.446,1.415,0.604,0.5,0.069
1768981546.72,1.113,60.548,1.441,0.833,0.5,0.07
1768981547.02,1.071,59.361,1.422,0.0,0.5,0.07
1768981547.23,1.127,58.024,1.427,0.432,0.5,0.071
1768981547.52,1.132,46.117,1.351,0.0,0.5,0.07
1768981547.72,1.221,19.42,1.247,0.0,0.5,0.07
1768981548.02,1.151,4.122,1.165,0.154,0.5,0.069
1768981548.22,1.162,3.066,1.128,0.0,0.5,0.068
1768981548.42,1.127,6.168,1.162,1.0,0.5,0.069
1768981548.72,1.024,35.149,1.294,0.778,0.5,0.07
1768981549.02,1.01,0.316,1.059,1.0,0.5,0.071
1768981549.32,1.049,0.261,1.061,0.576,0.5,0.071
1768981549.62,1.045,0.11,1.043,1.0,0.5,0.069
1768981549.92,1.04,0.19,1.044,0.0,0.5,0.068
1768981550.12,1.163,0.185,1.059,0.0,0.5,0.068
1768981550.32,1.199,0.18,1.032,0.0,0.5,0.068
1768981550.62,1.167,0.302,1.032,0.0,0.5,0.069
1768981550.82,1.208,0.198,1.049,0.621,0.5,0.068
1768981551.12,1.2,0.137,1.041,1.0,0.5,0.068
1768981551.32,1.273,0.128,1.06,1.0,0.5,0.067
1768981551.62,1.312,0.164,1.06,1.0,0.5,0.066
1768981551.92,1.12,0.263,1.041,0.345,0.5,0.067
1768981552.12,1.127,0.358,1.078,0.629,0.5,0.068
1768981552.42,1.118,0.184,1.059,0.643,0.5,0.069
1768981552.72,1.128,0.032,1.048,0.32,0.5,0.069
1768981553.02,1.192,0.13,1.076,1.0,0.5,0.069
1768981553.32,0.904,0.572,1.126,1.0,0.5,0.073
1768981553.52,0.9,0.594,1.127,0.462,0.5,0.073
1768981553.82,1.043,0.592,1.097,0.0,0.5,0.074
1768981554.12,1.121,0.541,0.991,0.0,0.5,0.073
1768981554.42,1.172,0.262,0.967,0.0,0.5,0.065
1768981554.62,1.343,0.132,1.01,0.181,0.5,0.064
1768981554.92,1.229,0.353,1.018,0.276,0.5,0.06
1768981555.17,1.234,0.219,1.023,1.0,0.5,0.059
1768981555.42,1.13,0.167,1.056,0.0,0.5,0.062
1768981555.62,1.109,0.358,1.028,0.0,0.5,0.062
1768981555.92,1.139,0.192,1.036,0.398,0.5,0.063
1768981556.12,1.205,0.339,1.048,0.484,0.5,0.064
1768981556.42,1.2,0.261,1.044,0.619,0.5,0.065
1768981556.72,1.176,0.191,1.049,1.0,0.5,0.066
1768981556.92,1.164,0.217,1.039,0.574,0.5,0.066
1768981557.12,1.116,0.154,1.041,0.191,0.5,0.065
1768981557.32,1.072,0.189,1.012,0.35,0.5,0.065
1768981557.62,1.098,1.231,1.046,0.0,0.5,0.064
1768981557.92,1.025,0.107,1.016,0.709,0.5,0.063
1768981558.12,0.988,0.173,1.034,0.448,0.5,0.064
1768981558.42,1.043,1.12,1.069,0.0,0.5,0.063
1768981558.62,1.075,1.508,1.06,1.0,0.5,0.063
1768981558.92,1.137,10.724,1.124,0.0,0.5,0.062
1768981559.22,1.096,0.945,1.105,0.164,0.5,0.062
1768981559.52,0.986,13.5,1.181,0.514,0.5,0.062
1768981559.82,1.087,10.382,1.121,0.664,0.5,0.062
1768981560.02,1.12,3.031,1.082,0.051,0.5,0.062
1768981560.22,1.082,22.192,1.261,0.0,0.5,0.062
1768981560.52,1.148,4.931,1.071,0.53,0.5,0.062
1768981560.72,1.167,5.18,1.166,0.481,0.5,0.061
1768981561.02,1.121,22.666,1.214,0.0,0.5,0.061
1768981561.32,1.048,11.362,1.129,0.756,0.5,0.061
1768981561.62,1.099,13.002,1.126,0.258,0.5,0.061
1768981561.92,1.1,18.113,1.126,0.081,0.5,0.061
1768981562.22,1.144,18.136,1.131,0.0,0.5,0.061
1768981562.52,1.12,6.798,1.11,0.912,0.5,0.061
1768981562.72,1.042,19.391,1.163,0.239,0.5,0.061
1768981562.93,1.135,2.876,1.047,0.0,0.5,0.061
1768981563.22,1.123,15.737,1.134,0.0,0.5,0.06
1768981563.42,1.282,9.879,1.094,0.0,0.5,0.059
1768981563.62,1.192,8.44,1.095,0.0,0.5,0.056
1768981563.92,1.225,5.454,1.055,0.0,0.5,0.054
1768981564.22,1.17,13.384,1.095,0.633,0.5,0.053
1768981564.52,1.142,4.779,1.021,1.0,0.5,0.054
1768981564.82,1.153,14.291,1.1,0.83,0.5,0.055
1768981565.12,1.184,13.824,1.087,0.528,0.5,0.056
1768981565.42,1.251,13.55,1.091,0.128,0.5,0.057
1768981565.62,1.165,13.437,1.085,1.0,0.5,0.058
1768981565.92,1.196,13.43,1.152,0.0,0.5,0.057
1768981566.22,1.175,15.75,1.159,0.044,0.5,0.057
1768981566.52,1.07,10.878,1.161,1.0,0.5,0.058
1768981566.72,1.033,11.502,1.14,0.403,0.5,0.06
1768981567.02,1.113,10.884,1.135,0.016,0.5,0.063
1768981567.22,1.248,8.546,1.109,0.036,0.5,0.065
1768981567.52,1.257,12.001,1.111,0.0,0.5,0.067
1768981567.72,1.313,12.009,1.135,0.382,0.5,0.067
1768981567.92,1.185,11.75,1.121,0.373,0.5,0.066
1768981568.22,1.172,11.257,1.121,0.776,0.5,0.066
1768981568.42,1.205,8.421,1.093,0.489,0.5,0.066
1768981568.62,1.239,11.766,1.122,0.399,0.5,0.065
1768981568.82,1.189,13.119,1.134,0.0,0.5,0.065
1768981569.12,1.229,13.565,1.144,0.0,0.5,0.065
1768981569.42,1.184,12.611,1.13,0.0,0.5,0.065
1768981569.72,1.126,2.886,1.124,1.0,0.5,0.068
1768981569.92,1.01,0.581,1.135,0.86,0.5,0.07
1768981570.22,0.905,0.765,1.128,1.0,0.5,0.075
1768981570.52,0.723,0.51,1.158,1.0,0.5,0.078
1768981570.72,0.549,0.772,1.159,1.0,0.5,0.08
1768981571.02,0.333,0.872,1.162,0.748,0.5,0.082
1768981571.22,0.756,0.499,1.169,0.623,0.5,0.084
1768981571.42,0.64,0.464,1.174,0.0,0.5,0.086
1768981571.72,0.677,0.754,1.188,0.513,0.5,0.087
1768981571.92,0.871,0.423,1.141,0.0,0.5,0.087
1768981572.22,0.995,0.765,1.171,0.0,0.5,0.087
1768981572.52,1.138,4.477,1.172,0.065,0.5,0.084
1768981572.72,1.007,0.369,1.098,0.0,0.5,0.083
1768981573.02,1.009,0.324,1.044,0.46,0.5,0.083
1768981573.22,1.088,0.52,1.038,0.0,0.5,0.082
1768981573.52,1.142,0.592,1.054,0.0,0.5,0.082
1768981573.72,1.128,0.487,1.044,1.0,0.5,0.082
1768981574.02,1.0,0.545,1.076,0.734,0.5,0.082
1768981574.32,1.007,0.603,1.09,0.389,0.5,0.083
1768981574.52,1.109,0.553,1.085,0.0,0.5,0.083
1768981574.82,1.111,0.495,1.084,0.0,0.5,0.083
1768981575.02,1.044,0.372,1.095,0.0,0.5,0.083
1768981575.32,1.052,7.883,1.185,1.0,0.5,0.083
1768981575.52,1.084,8.903,1.203,1.0,0.5,0.083
1768981575.82,0.815,16.411,1.241,1.0,0.5,0.083
1768981576.02,0.741,11.148,1.213,0.0,0.5,0.082
1768981576.22,1.081,11.392,1.188,0.0,0.5,0.079
1768981576.52,0.92,1.034,1.157,0.0,0.5,0.074
1768981576.72,0.867,0.589,1.11,0.0,0.5,0.071
1768981577.02,0.787,0.68,1.136,1.0,0.5,0.068
1768981577.22,0.941,0.447,1.114,0.0,0.5,0.067
1768981577.42,1.073,0.258,1.128,0.411,0.5,0.068
1768981577.72,0.974,0.312,1.119,0.0,0.5,0.069
1768981578.02,0.957,0.539,1.094,1.0,0.5,0.07
1768981578.22,0.375,1.268,1.081,0.766,0.5,0.071
1768981578.52,0.238,0.841,1.011,0.891,0.5,0.076
1768981578.72,0.799,0.336,0.919,0.227,0.5,0.078
1768981579.02,0.689,15.17,0.951,0.0,0.5,0.08
1768981579.22,0.631,11.328,0.956,0.346,0.5,0.08
1768981579.52,0.749,12.022,0.934,0.411,0.5,0.076
1768981579.75,0.788,12.132,0.981,0.586,0.5,0.074
1768981580.02,0.847,13.945,0.99,0.0,0.5,0.072
1768981580.32,0.724,7.183,0.972,0.0,0.5,0.073
1768981580.52,0.919,15.264,1.033,0.0,0.5,0.074
1768981580.82,0.686,4.199,1.006,0.629,0.5,0.075
1768981581.12,0.732,14.213,1.009,0.342,0.5,0.076
1768981581.42,0.737,18.003,1.033,0.467,0.5,0.075
1768981581.62,1.08,15.191,1.067,0.0,0.5,0.074
1768981581.82,1.021,14.544,1.088,0.0,0.5,0.073
1768981582.13,1.096,13.58,1.102,0.0,0.5,0.073
1768981582.33,1.051,11.864,1.107,0.158,0.5,0.073
1768981582.63,0.975,13.123,1.113,0.576,0.5,0.073
1768981582.83,0.97,12.319,1.099,0.155,0.5,0.073
1768981583.13,0.91,13.048,1.131,0.824,0.5,0.073
1768981583.43,0.861,13.501,1.123,0.712,0.5,0.073
1768981583.64,1.037,13.871,1.128,0.0,0.5,0.073
1768981583.93,0.957,11.812,1.122,0.0,0.5,0.073
1768981584.14,1.082,11.439,1.136,0.0,0.5,0.074
1768981584.43,0.844,11.106,1.106,0.511,0.5,0.074
1768981584.73,1.054,0.826,1.045,0.0,0.5,0.074
1768981585.03,1.026,0.86,1.033,0.12,0.5,0.075
1768981585.23,0.985,0.89,1.015,0.065,0.5,0.075
1768981585.53,1.051,2.324,1.073,0.67,0.5,0.076
1768981585.83,1.17,2.439,0.994,0.284,0.5,0.073
1768981586.03,1.109,4.756,0.983,0.642,0.5,0.072
1768981586.23,1.061,3.922,0.976,0.0,0.5,0.071
1768981586.44,1.098,3.902,1.004,0.065,0.5,0.07
1768981586.73,1.049,1.247,1.019,1.0,0.5,0.069
1768981586.93,0.989,0.613,1.002,0.98,0.5,0.07
1768981587.13,1.051,0.87,1.018,0.218,0.5,0.07
1768981587.43,1.064,0.746,1.006,0.0,0.5,0.071
1768981587.73,1.142,1.351,1.007,0.0,0.5,0.071
1768981587.95,1.136,3.367,1.022,0.0,0.5,0.071
1768981588.23,1.008,4.989,1.026,0.331,0.5,0.072
1768981588.53,1.012,0.881,1.029,0.293,0.5,0.072
1768981588.83,0.982,3.799,1.046,0.846,0.5,0.072
1768981589.03,0.964,1.401,1.052,0.574,0.5,0.073
1768981589.23,0.962,0.645,1.038,0.0,0.5,0.073
