timestamp,AU12Mean,AU12Variance,AU12ActivationFrequency,AU15MeanAmplitude,AU4MeanActivation,AU4DurationRatio,AU1AU2PeakIntensity,AU20ActivationRate,LipCompressionFrequency,BlinkRate,BlinkClusterDensity,BaselineEyeOpenness,GazeShiftFrequency,EyeContactRatio,DownwardGazeFrequency,MeanHeadVelocity,HeadVelocityPeak,HeadMotionEnergy,LandmarkDisplacementMean,PostureRigidityIndex,OverallAUVariance,FacialEmotionalRange,FacialTransitionFrequency,NearZeroAUActivationRatio,MotionEnergyFloorScore,GestureFrequency,MicroMotionEnergy,ShoulderElevationIndex,ResponseLatencyMean,SpeechOnsetDelay,NodOnsetLatency,PauseDurationMean,ExtendedSilenceRatio,ReactionTimeInstabilityIndex
1772781575.2884374,0.5209527414280698,0,1.0,0.08046837253828446,0.7780837653509214,1.0,1.0,1.0,0.0,0,0,0.10106042365011898,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1772781575.3215723,0.5231609880668646,0.0,1.0,0.07962544168727156,0.7843028065656422,1.0,1.0,1.0,0.0,0.0,0.0,0.10048398275217868,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
1772781575.3512988,0.5254437741703347,0.0,1.0,0.0794451670197861,0.78678158399043,1.0,1.0,1.0,0.0,0.0,0.0,0.10003929518299727,0.0,1.0,1.0,0.0006906906183617803,0.0012448504205514032,0.0034534530918089016,0.00045159041479299317,0.29999973565889426,3.657264913311464e-07,0.0006624739916384458,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0
1772781575.386562,0.527856007906923,0.0,1.0,0.07936873211755698,0.7889385612549751,1.0,1.0,1.0,0.0,0.0,0.0,0.1001367371150767,0.0,1.0,1.0,0.000615960038091985,0.001060720980970385,0.0030798001904599253,0.0005023486949263095,0.5099998044788272,1.2645699007331498e-06,0.0018110416168263886,0.0,0.0,0.657,0.0,4.515904147929932e-05,0.0,0.0,0.0,0.0,0.0,0.657,8.713056558917742e-07
1772781575.418383,0.52849145316877,5.338248826495592e-06,1.0,0.0788976923346465,0.7905772875002673,1.0,1.0,1.0,0.0,0.0,0.0,0.10046325804803351,0.0,1.0,1.0,0.0007075255136031037,0.0012391264331831475,0.003537627568015518,0.0005926056553248013,0.6569998131550036,2.8684616495239875e-06,0.0033387090754344317,0.0,0.0,0.7599,0.0,0.0001031567622644572,0.0,0.0,0.0,0.0,0.0,0.7599,2.17002834157635e-06
1772781575.45422,0.529219278360771,8.39038352598308e-06,1.0,0.07871982148091256,0.7917779533204228,1.0,1.0,1.0,0.0,0.0,0.0,0.10067513352253392,0.0,1.0,1.0,0.0007653772658970661,0.0013748139395399579,0.00382688632948533,0.0006634523748780526,0.7598998116508552,4.416469345277405e-06,0.004598709875014161,0.0,0.0,0.8319300000000001,0.0,0.00016500241948776628,0.0,0.0,0.0,0.0,0.0,0.8319300000000001,2.7334086366247825e-06
1772781575.4864519,0.5318664129865973,1.2820588181772328e-05,1.0,0.0787799083342873,0.7938873108062603,1.0,1.0,1.0,0.0,0.0,0.0,0.10075474350817545,0.0,1.0,1.0,0.0008248733496659399,0.0014532357103531428,0.004124366748329699,0.0007111885582691331,0.831929806524455,5.778139911929893e-06,0.005699057992320268,0.0,0.0,0.8823509999999999,0.0,0.0002260015506375442,0.0,0.0,0.0,0.0,0.0,0.8823509999999999,3.423832565752131e-06
1772781575.5186968,0.530076104581234,1.5703706163593118e-05,1.0,0.07869194297887121,0.7946734764813476,1.0,1.0,1.0,0.0,0.0,0.0,0.10084972503175088,0.0,1.0,1.0,0.000845387517823913,0.0014072057299374906,0.004226937589119566,0.0007623080017716682,0.8823508363853781,7.675416273750347e-06,0.007263442062182442,0.0,0.0,0.9176456999999998,0.0,0.0002833947582259076,0.0,0.0,0.0,0.0,0.0,0.9176456999999998,3.6910184848475086e-06
1772781575.5543857,0.5298315093677021,1.698262384762016e-05,1.0,0.07858076068100825,0.7946680890763065,1.0,1.0,1.0,0.0,0.0,0.0,0.10070809983548334,0.0,1.0,1.0,0.0008825187020228911,0.001516220270449082,0.004412593510114455,0.000841355756939596,0.9176454507056745,8.920805654829138e-06,0.008358510911085963,0.0,0.0,0.9423519899999997,0.0,0.0003365073445067462,0.0,0.0,0.0,0.0,0.0,0.9423519899999997,3.714221879775591e-06
1772781575.5868342,0.5294621092112477,1.7313637282927887e-05,1.0,0.07855547265441615,0.7940969343417795,1.0,1.0,1.0,0.0,0.0,0.0,0.1006845439095656,0.0,1.0,1.0,0.0008601353530099478,0.0013892563831423143,0.0043006767650497395,0.0007810275465083544,0.9423517976657148,9.614060799850184e-06,0.009125059105318429,0.0,0.0,0.9596463929999997,0.0,0.00038638345638480746,0.0,0.0,0.0,0.0,0.0,0.9596463929999997,3.845423002160083e-06
1772781575.6183915,0.5283743427980159,1.7407350797590586e-05,1.0,0.0785552894778587,0.7933481845849151,1.0,1.0,1.0,0.0,0.0,0.0,0.10067772351462893,0.0,1.0,1.0,0.0008115259060678625,0.001319332725502391,0.004057629530339313,0.0007459167147024096,0.9596461945146113,9.873540928651301e-06,0.009661642841281154,0.0,0.0,0.9717524750999997,0.0,0.0004296447295716924,0.0,0.0,0.0,0.0,0.0,0.9717524750999997,3.817605474112449e-06
