timestamp,AU12Mean,AU12Variance,AU12ActivationFrequency,AU15MeanAmplitude,AU4MeanActivation,AU4DurationRatio,AU1AU2PeakIntensity,AU20ActivationRate,LipCompressionFrequency,BlinkRate,BlinkClusterDensity,BaselineEyeOpenness,GazeShiftFrequency,EyeContactRatio,DownwardGazeFrequency,MeanHeadVelocity,HeadVelocityPeak,HeadMotionEnergy,LandmarkDisplacementMean,PostureRigidityIndex,OverallAUVariance,FacialEmotionalRange,FacialTransitionFrequency,NearZeroAUActivationRatio,MotionEnergyFloorScore,GestureFrequency,MicroMotionEnergy,ShoulderElevationIndex,ResponseLatencyMean,SpeechOnsetDelay,NodOnsetLatency,PauseDurationMean,ExtendedSilenceRatio,ReactionTimeInstabilityIndex
1772742947.1355484,0.5269247637450972,0,1.0,0.08070622368993494,0.8088690784342409,1.0,1.0,1.0,0.0,0,0,0.09648116605664553,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1772742947.1726556,0.5372298695703983,0.0,1.0,0.08099239158173224,0.802710146431802,1.0,1.0,1.0,0.0,0.0,0.0,0.09463404214954634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
1772742947.1967144,0.5375607619528042,0.0,1.0,0.08091393718036106,0.7972199261982499,1.0,1.0,1.0,0.0,0.0,0.0,0.09062320540104413,0.15,0.0,0.0,0.005601915512436745,0.006292191728396227,0.028009577562183727,0.005237773797165931,0.2999989060006163,7.964640455299079e-06,0.003091531747590326,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0
1772742947.2260923,0.542198902401614,0.0,1.0,0.0815844570096454,0.790312682755106,1.0,1.0,1.0,0.0,0.0,0.0,0.0858665379077428,0.205,0.0,0.0,0.009206991142255346,0.010362235652562606,0.046034955711276734,0.00930153076931832,0.509998790460425,1.2889553442500526e-05,0.005354871685625328,0.0,0.0,0.5569999999999999,0.0,0.000523777379716593,0.0,0.0,0.0,0.0,0.005,0.5569999999999999,1.2769576078142108e-05
1772742947.2579644,0.5391655757245872,4.988524622155513e-05,1.0,0.08082517943284935,0.7836960140499492,1.0,1.0,1.0,0.0,0.0,0.0,0.08168326870403597,0.21849999999999997,0.0,0.0,0.010863940030180382,0.012211770680508927,0.0543197001509019,0.010710109584066811,0.6569988438163756,1.837766427561569e-05,0.008330651776892746,0.0,0.0,0.5398999999999999,0.0,0.0014570920082879338,0.0,0.0,0.0,0.0,0.0085,0.5398999999999999,1.754856957172516e-05
1772742947.293588,0.5445661298158903,8.566562635408886e-05,1.0,0.08123823032891297,0.7796319233642981,1.0,1.0,1.0,0.0,0.0,0.0,0.07892519981297047,0.21294999999999997,0.0,0.0,0.011687949662385278,0.013027865531175496,0.05843974831192638,0.011341822107216175,0.7598990134912562,2.083588139753588e-05,0.010413697840779938,0.0,0.0,0.49792999999999993,0.0,0.0025349292548346174,0.0,0.0,0.0,0.0,0.010950000000000001,0.49792999999999993,1.8902188246466757e-05
1772742947.3255384,0.5400202797353583,0.0001121611649197174,1.0,0.0804364577345345,0.781457489046355,1.0,1.0,1.0,0.0,0.0,0.0,0.07812249993726138,0.19906499999999996,0.0,0.0,0.012469374250512382,0.014979800994240573,0.0623468712525619,0.013037143287645634,0.8319245970635682,2.386158759470459e-05,0.012581998309783866,0.0,0.0,0.4485509999999999,0.0,0.003604012291272594,0.0,0.0,0.0,0.0,0.012665000000000001,0.4485509999999999,1.9735483613367912e-05
1772742947.358411,0.5445900457387414,0.00012943406198316233,1.0,0.08178154396972516,0.7787662469622965,1.0,1.0,1.0,0.0,0.0,0.0,0.0786193414865435,0.1822026428571428,0.0,0.0,0.013118514541916319,0.015446805197306672,0.0655925727095816,0.01385224791823249,0.8823465432396953,2.4813190693375385e-05,0.014099808638086615,0.0,0.0,0.3996999857142856,0.0,0.004649739155837081,0.0,0.0,0.0,0.0,0.0138655,0.3996999857142856,1.9239687864495113e-05
1772742947.3897555,0.5550513842180796,0.00017273975811190036,1.0,0.08320680944561087,0.7827272455140417,1.0,1.0,1.0,0.0,0.0,0.0,0.07955028724628102,0.16504184999999996,0.0,0.0,0.01373350390723495,0.016267697070683814,0.06866751953617475,0.013593723724939442,0.9176412753080385,2.5789470757085555e-05,0.015169450644753873,0.0,0.0,0.35478998999999994,0.0,0.005635340938972657,0.0,0.0,0.0,0.0,0.01470585,0.35478998999999994,1.8171228658706796e-05
1772742947.4222195,0.5553715572811505,0.0001965744551443356,1.0,0.08328119192113474,0.7834448852163615,1.0,1.0,1.0,0.0,0.0,0.0,0.0809038083203244,0.1488626283333333,0.0,0.0,0.012881449584863106,0.015105775117041982,0.06440724792431553,0.013102719324048594,0.9423485036363939,3.314082130919084e-05,0.019056601593222436,0.0,0.0,0.3150196596666666,0.0,0.006513883696900353,0.0,0.0,0.0,0.0,0.015294095,0.3150196596666666,1.6843355175522312e-05
1772742947.4577513,0.5574913157095794,0.00021092084731566698,1.0,0.08270984146279159,0.7834150070536173,1.0,1.0,1.0,0.0,0.0,0.0,0.08238211438479474,0.1342038398333333,0.0,0.0,0.011143266822753819,0.01419216459716477,0.0557163341137691,0.01201694952217388,0.9596417152646759,4.250145171986152e-05,0.02187365917607169,0.0,0.0,0.28051376176666665,0.0,0.007265030703209248,0.0,0.0,0.0,0.0,0.0157058665,0.28051376176666665,1.5469708150858232e-05
1772742947.4896867,0.5542786527150344,0.00021511110877256006,1.0,0.08289381596669104,0.7880695649232621,1.0,1.0,1.0,0.0,0.0,0.0,0.08388060799369766,0.12121541515606057,0.0,0.0,0.011161437936405137,0.014676042970760562,0.055807189682025686,0.012118067815557746,0.9717459509736839,5.30449925519015e-05,0.024481527012594845,0.0,0.0,0.2509050877821212,0.0,0.0078726311295594,0.0,0.0,0.0,0.0,0.015994106549999998,0.2509050877821212,1.450574644155163e-05
1772742947.5220191,0.5510620999615692,0.0002136998764639254,1.0,0.08287328202873531,0.7821612182815325,1.0,1.0,1.0,0.0,0.0,0.0,0.08519277649553458,0.1098507906092424,0.0,0.0,0.011680917007229053,0.015574880465860363,0.05840458503614526,0.012593945835419066,0.980218919144738,6.107225077576464e-05,0.026307034498161054,0.0,0.0,0.2256335614474848,0.0,0.008368643986950704,0.0,0.0,0.0,0.0,0.016195874585,0.2256335614474848,1.3498716560072963e-05
1772742947.5541456,0.5577703938007443,0.0002197136648509975,1.0,0.08380015785442343,0.7761624574845032,1.0,1.0,1.0,0.0,0.0,0.0,0.0864162678068923,0.09997247650339275,0.0,0.0,0.011601620905811244,0.015607942633982496,0.05800810452905621,0.012470601113506043,0.9861518390476203,6.575657774304935e-05,0.0275848897380574,0.0,0.0,0.2040973391670855,0.0,0.00878665156822974,0.0,0.0,0.0,0.0,0.016337112209499998,0.2040973391670855,1.2515507707270022e-05
1772742947.5858936,0.5521602128563201,0.00022194529691761634,1.0,0.08316856487711068,0.7734477037071446,1.0,1.0,1.0,0.0,0.0,0.0,0.0876483306398778,0.09140930498094633,0.0,0.0,0.010677472688369534,0.014116208346129873,0.05338736344184767,0.011325475122460568,0.9903058864684136,7.061737979176373e-05,0.028563111833334313,0.0,0.0,0.18572528027410268,0.0,0.00913729827203132,0.0,0.0,0.0,0.0,0.016435978546649996,0.18572528027410268,1.1591518657465939e-05
