timestamp,S_AU12Mean,S_AU12Variance,S_AU12ActivationFrequency,S_AU15MeanAmplitude,S_AU4MeanActivation,S_AU4DurationRatio,S_AU1AU2PeakIntensity,S_AU20ActivationRate,S_LipCompressionFrequency,S_BlinkRate,S_BlinkClusterDensity,S_BaselineEyeOpenness,S_GazeShiftFrequency,S_EyeContactRatio,S_DownwardGazeFrequency,S_MeanHeadVelocity,S_HeadVelocityPeak,S_HeadMotionEnergy,S_LandmarkDisplacementMean,S_PostureRigidityIndex,S_OverallAUVariance,S_FacialEmotionalRange,S_FacialTransitionFrequency,S_NearZeroAUActivationRatio,S_MotionEnergyFloorScore,S_GestureFrequency,S_MicroMotionEnergy,S_ShoulderElevationIndex,S_ResponseLatencyMean,S_SpeechOnsetDelay,S_NodOnsetLatency,S_PauseDurationMean,S_ExtendedSilenceRatio,S_ReactionTimeInstabilityIndex
1772781858.1199505,0.3918323154435629,0,0.0,0.06116938901624324,0.815166461304201,1.0,1.0,0.0,0.0,0,0,0.07465412094509666,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1772781858.8257039,0.4058536850870268,0.0,0.0,0.06291969054243252,0.8207327566368716,1.0,1.0,0.15,0.0,0.0,0.0,0.07447747672102886,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
1772781858.8732874,0.4033393392687954,0.0,0.0,0.062394431655444074,0.8202653550006803,1.0,1.0,0.305,0.0,0.0,0.0,0.07391896509945434,0.51,0.0,1.0,0.01744301702279807,0.027568000469394862,0.08721508511399036,0.01748572456999305,0.29976206837912167,1.474491050089882e-05,0.004206410893039169,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0
1772781858.9053817,0.3950724545827674,0.0,0.0,0.061928955233270404,0.8272409445241995,1.0,1.0,0.3635,0.0,0.0,0.0,0.07357668603727086,0.657,0.0,1.0,0.03511304554996087,0.043603858219692024,0.17556522774980438,0.03433839567722895,0.5098272201554724,2.149918198018841e-05,0.007150898518166588,0.0,0.0,0.5569999999999999,0.0,0.001748572456999305,0.0,0.0,0.0,0.0,0.005,0.5569999999999999,0.03248905613061197
1772781858.9375782,0.4157383605058719,0.000319412414549727,0.06,0.06409941590779747,0.8286920306786754,1.0,1.0,0.43444999999999995,0.0,0.0,0.0,0.07346862393796275,0.7599,0.0,1.0,0.051423356571231545,0.061516144738063494,0.2571167828561577,0.05329804068332659,0.6568423419936644,2.4994561525998867e-05,0.00921203985575578,0.0,0.0,0.5398999999999999,0.0,0.005110809738441163,0.0,0.047125868797302246,0.0,0.047125868797302246,0.0085,0.5398999999999999,0.05231713593075861
1772781858.971333,0.4062319339952567,0.0005259600523874425,0.092,0.06451215260809745,0.8199863097021203,1.0,1.0,0.45411499999999994,0.0,0.0,0.0,0.07410069722352228,0.8319300000000001,0.0,1.0,0.07837263499713765,0.09268237761098114,0.39186317498568823,0.08375516931927734,0.7596906080149513,3.8861333244719816e-05,0.013620241417721739,0.0,0.0,0.49792999999999993,0.06,0.009884896472741728,0.0,0.08011397695541381,0.0,0.08011397695541381,0.010950000000000001,0.49792999999999993,0.06176873465721205
1772781859.005656,0.4157977244869619,0.0006593303856163863,0.10725714285714286,0.06629071489086653,0.8086842890884196,1.0,1.0,0.4893090714285714,0.0,0.0,0.0,0.07502568560203576,0.8823509999999999,0.0,0.9571428571428571,0.1029682446763188,0.11858444273086183,0.514841223381594,0.10849634253426982,0.8317165677516766,4.562954714401468e-05,0.016705982511097908,0.0,0.0,0.4485509999999999,0.142,0.016363294043410505,0.0,0.10320565266609191,0.0,0.10320565266609191,0.012665000000000001,0.4485509999999999,0.06475336840864432
1772781859.064924,0.41931623881695224,0.0007233849528700226,0.11257999999999999,0.06668065710531162,0.8215360969681794,1.0,1.0,0.5300163499999999,0.0,0.0,0.0,0.07671779062073217,0.9176456999999998,0.0,0.8949999999999999,0.19160807908860455,0.20800115040490552,0.9580403954430228,0.1977858321461994,0.882158155504086,5.3740730724828096e-05,0.018883810470788236,0.0,0.0,0.3996999857142856,0.22797142857142855,0.0241988918068486,0.0,0.11936982566356658,0.0531423282623291,0.11936982566356658,0.0138655,0.3996999857142856,0.06402687634614701
1772781859.1083338,0.43282291512963544,0.0008122413370382448,0.14547266666666664,0.06830718030850895,0.8327495643978018,1.0,1.0,0.5710114449999999,0.0,0.0,0.0,0.07800827688686238,0.9423519899999997,0.0,0.8264999999999999,0.2162539872638276,0.23776447414359742,1.081269936319138,0.2187448771232131,0.9173251684356329,6.357171513541218e-05,0.021463844341568568,0.0,0.0,0.35478998999999994,0.30957999999999997,0.03550770569968009,0.0,0.13068474676179884,0.09034195804595946,0.13068474676179884,0.01470585,0.35478998999999994,0.06113371022765782
1772781859.1695666,0.4540654219978434,0.0010318698449314437,0.19183086666666666,0.07168543963484914,0.8551543276383685,1.0,1.0,0.6097080114999999,0.0,0.0,0.0,0.07898795837686688,0.9596463929999997,0.03,0.7585499999999998,0.20238290655241903,0.22389543189883715,1.0119145327620953,0.2075249330057604,0.9419988900614262,8.787012761412449e-05,0.027321870944919762,0.0,0.0,0.3150196596666666,0.3833726666666666,0.048652206724893,0.0,0.13860519153056142,0.11638169889450073,0.13860519153056142,0.015294095,0.3150196596666666,0.057344365262191076
