1770257952.59,0.915,0.185,1.225,0.0,0.5,0.057
1770257952.79,0.832,0.15,1.239,0.0,0.5,0.054
1770257953.09,0.89,0.278,1.253,0.0,0.5,0.052
1770257953.29,0.864,0.169,1.247,0.267,0.5,0.05
1770257953.5,0.891,0.787,1.255,0.227,0.5,0.049
1770257953.7,0.889,0.313,1.214,0.746,0.5,0.05
1770257953.99,0.698,0.415,1.2,0.392,0.5,0.054
1770257954.19,0.764,0.401,1.2,0.246,0.5,0.054
1770257954.39,0.798,0.72,1.208,0.115,0.5,0.055
1770257954.69,0.76,0.43,1.239,0.112,0.5,0.055
1770257954.89,0.781,0.531,1.255,0.338,0.5,0.053
1770257955.19,0.685,0.253,1.238,0.968,0.5,0.055
1770257955.49,0.614,0.483,1.196,0.737,0.5,0.056
1770257955.79,0.712,6.708,1.18,0.305,0.5,0.057
1770257955.99,0.766,0.331,1.193,0.42,0.5,0.056
1770257956.19,0.627,0.144,1.211,0.469,0.5,0.055
1770257956.49,0.617,0.244,1.21,0.865,0.5,0.056
1770257956.69,0.79,0.198,1.211,0.485,0.5,0.056
1770257956.89,0.647,0.255,1.187,0.283,0.5,0.057
1770257957.09,0.557,0.556,1.157,0.44,0.5,0.057
1770257957.33,0.617,0.238,1.171,0.0,0.5,0.057
1770257957.59,0.688,0.713,1.192,0.0,0.5,0.056
1770257957.8,0.692,0.489,1.216,0.0,0.5,0.056
1770257958.09,0.831,0.57,1.229,0.0,0.5,0.053
1770257958.29,0.838,0.303,1.217,0.0,0.5,0.052
1770257958.49,0.911,0.048,1.245,0.0,0.5,0.051
1770257958.69,0.833,0.381,1.238,0.637,0.5,0.05
1770257958.99,0.807,0.3,1.255,0.13,0.5,0.051
1770257959.19,0.831,0.055,1.253,0.026,0.5,0.052
1770257959.49,0.844,0.495,1.248,0.224,0.5,0.051
1770257959.69,0.881,0.162,1.224,0.09,0.5,0.05
1770257959.89,0.789,0.227,1.227,0.889,0.5,0.05
1770258254.25,0.98,0.25,1.06,0.272,0.5,0.049
1770258254.55,0.932,0.178,1.016,0.568,0.5,0.05
1770258254.75,0.961,0.231,1.068,0.0,0.5,0.051
1770258254.98,0.948,0.141,1.06,0.449,0.5,0.051
1770258255.25,0.946,0.425,1.079,0.0,0.5,0.05
1770258255.45,0.952,0.296,1.031,0.0,0.5,0.05
1770258255.65,0.974,0.213,1.049,0.0,0.5,0.049
1770258255.85,0.947,0.513,1.017,0.297,0.5,0.049
1770258256.15,0.948,0.448,1.071,0.76,0.5,0.049
1770258256.35,0.871,0.261,1.067,0.825,0.5,0.049
1770258256.55,1.05,0.257,1.077,0.0,0.5,0.049
1770258256.85,0.936,0.393,1.026,0.651,0.5,0.047
1770258257.05,1.03,0.321,1.018,0.0,0.5,0.047
1770258257.26,1.065,0.077,1.031,0.0,0.5,0.046
1770258257.56,1.02,0.3,1.017,0.134,0.5,0.046
1770258257.85,0.957,0.165,1.027,1.0,0.5,0.046
1770258258.05,1.01,0.392,1.014,0.0,0.5,0.046
1770258258.25,1.025,0.325,1.04,0.0,0.5,0.046
1770258258.56,0.8,0.178,1.023,0.453,0.5,0.049
1770258258.85,0.952,0.143,1.005,0.13,0.5,0.05
1770258259.05,0.913,1.317,1.014,0.043,0.5,0.05
1770258259.25,1.042,0.424,1.054,0.0,0.5,0.05
1770258259.56,0.717,0.354,1.035,1.0,0.5,0.049
1770258259.88,0.732,0.271,1.014,0.705,0.5,0.051
1770258260.15,0.902,0.289,1.034,0.0,0.5,0.053
1770258260.36,0.898,0.343,1.038,0.0,0.5,0.054
1770258260.66,0.964,0.462,1.028,0.0,0.5,0.051
1770258260.95,0.891,0.16,1.014,0.151,0.5,0.049
1770258261.15,0.864,0.127,1.014,0.0,0.5,0.049
1770258261.45,0.945,0.319,1.011,0.0,0.5,0.049
1770258261.65,0.923,0.208,1.002,0.0,0.5,0.049
1770258261.96,0.917,0.283,1.029,0.66,0.5,0.049
1770258262.25,0.893,0.376,1.032,0.843,0.5,0.049
1770258262.45,0.905,0.384,0.998,0.884,0.5,0.049
1770258262.75,0.848,0.462,1.01,0.305,0.5,0.052
1770258262.95,0.833,0.222,0.988,0.214,0.5,0.053
1770258263.15,0.71,0.129,1.033,0.447,0.5,0.054
1770258671.07,1.049,0.622,1.009,0.032,0.5,0.054
1770258671.37,1.192,1.488,0.989,0.0,0.5,0.053
1770258671.57,1.098,1.2,1.021,0.037,0.5,0.054
1770258671.77,1.086,1.136,1.018,0.033,0.5,0.052
1770258671.97,1.097,0.419,1.011,0.12,0.5,0.052
1770258672.17,1.175,3.713,1.04,0.0,0.5,0.052
1770258672.47,1.045,0.629,1.004,1.0,0.5,0.053
1770258672.67,1.045,1.706,1.026,0.757,0.5,0.054
1770258672.87,1.046,1.408,1.012,0.496,0.5,0.054
1770258673.18,1.101,0.8,1.005,0.0,0.5,0.054
1770258673.47,1.032,0.616,1.013,0.603,0.5,0.054
1770258673.67,1.099,0.37,1.018,1.0,0.5,0.054
1770258673.97,1.113,0.599,1.014,0.0,0.5,0.054
1770258674.27,1.184,0.919,1.01,0.0,0.5,0.054
1770258674.47,1.081,0.859,1.008,0.538,0.5,0.054
1770258674.67,1.025,0.882,1.024,0.403,0.5,0.054
1770258674.97,1.102,1.19,1.027,0.056,0.5,0.054
1770258675.17,1.115,1.198,1.006,0.07,0.5,0.054
1770258675.42,1.045,1.599,1.015,1.0,0.5,0.054
1770258675.67,1.068,0.825,1.005,0.725,0.5,0.054
1770258675.87,1.012,2.978,1.023,0.746,0.5,0.054
1770258676.17,1.104,1.184,1.021,0.0,0.5,0.054
1770258676.37,0.998,0.939,1.039,0.806,0.5,0.054
1770258676.58,1.017,0.804,1.011,0.18,0.5,0.053
1770258676.87,1.126,1.025,1.014,0.255,0.5,0.053
1770258677.17,1.079,1.247,1.004,0.0,0.5,0.053
1770258677.37,1.085,0.744,1.006,0.308,0.5,0.053
1770258677.66,1.011,0.788,1.002,1.0,0.5,0.054
1770258677.96,1.14,1.161,1.018,0.0,0.5,0.053
1770258678.17,1.147,0.748,0.997,0.0,0.5,0.053
1770258678.46,1.104,0.99,1.014,0.0,0.5,0.052
